run,generation,genetic_format,mutation_intensity,best_vertpos,avg_vertpos,stddev_vertpos
3,20,0,0.0,-0.010099997378562976,-0.010099997378619855,3.68623807650217e-13
3,21,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
3,22,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
3,23,0,0.0,-0.010099997378562976,-0.010099997378669316,4.987819118642721e-13
3,24,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
3,25,0,0.0,-0.010099997378562976,-0.010099997378562977,1.734723475976807e-18
3,26,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,0,0,0.0,-0.010399999294193912,-0.01039999929419391,1.734723475976807e-18
4,1,0,0.0,-0.010099997378562976,-0.010389005141687833,7.973731806187866e-05
4,2,0,0.0,-0.010099997378562976,-0.010310574384194847,0.00013986328628809178
4,3,0,0.0,-0.010099997378562976,-0.010135924401559922,9.409860690484243e-05
4,4,0,0.0,-0.010099997378562976,-0.010109196087046324,4.396137499024192e-05
4,5,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,6,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,7,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,8,0,0.0,-0.010099997378562976,-0.010099997378562977,1.734723475976807e-18
4,9,0,0.0,-0.010099997378562976,-0.010099997378619855,3.68623807650217e-13
4,10,0,0.0,-0.010099997378562976,-0.010099997378617328,3.6052967381733185e-13
4,11,0,0.0,-0.010099997378562976,-0.010099997378562977,1.734723475976807e-18
4,12,0,0.0,-0.010099997378562976,-0.010099997378616147,3.566774198667758e-13
4,13,0,0.0,-0.010099997378562976,-0.010099997378562974,1.734723475976807e-18
4,14,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,15,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,16,0,0.0,-0.010099997378562976,-0.010099997378619855,3.68623807650217e-13
4,17,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,18,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,19,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
