category,walk_id,sample_id,rank_group,step,fitness,genotype,mutation_attempts
f9,9-12,12,medium,1,0.3201777682161667,/*9*/UDDRDRLF,1
f9,9-12,12,medium,2,0.2762963684687288,/*9*/DDDRDRLF,1
f9,9-12,12,medium,3,0.3140679882894547,/*9*/DDDRDDLF,1
f9,9-12,12,medium,4,0.12530899072215743,/*9*/DDDLDDLF,1
f9,9-12,12,medium,5,0.1370520273959721,/*9*/RDDLDDLF,1
f9,9-12,12,medium,6,0.12920418192842828,/*9*/RRDLDDLF,1
f9,9-12,12,medium,7,0.13252211172638043,/*9*/RRDLDDULF,2
f9,9-12,12,medium,8,0.44651911652498827,/*9*/RRDUDDULF,1
f9,9-12,12,medium,9,0.22391453992482915,/*9*/RRDFDDULF,1
f9,9-12,12,medium,10,0.20593028351581688,/*9*/RRDFDDLF,1
f9,9-12,12,medium,11,0.19151979810652234,/*9*/RRDFRDLF,1
f9,9-12,12,medium,12,0.15610466213603158,/*9*/RDRDFRDLF,1
f9,9-12,12,medium,13,0.3030021128397811,/*9*/FDRDFRDLF,1
f9,9-12,12,medium,14,0.31922648685055866,/*9*/FDRDFFDLF,1
f9,9-12,12,medium,15,0.3339248968683593,/*9*/FDRDFFDLR,1
f9,9-12,12,medium,16,0.22658225613068736,/*9*/FDRDFFRLR,1
f9,9-12,12,medium,17,0.25738175200254115,/*9*/FDRDFFLR,1
f9,9-12,12,medium,18,0.3128104412521376,/*9*/DDRDFFLR,1
f9,9-12,12,medium,19,0.057919866308541894,/*9*/DDDDFFLR,1
f9,9-12,12,medium,20,0.6299573526193629,/*9*/DDDFFLR,1
f9,9-12,12,medium,21,0.19275095317014987,/*9*/DDDFULR,1
f9,9-12,12,medium,22,0.21369662100905262,/*9*/DDFFULR,1
f9,9-12,12,medium,23,0.15231798990961787,/*9*/DDRFULR,1
f9,9-12,12,medium,24,0.43887584116548295,/*9*/DDRFBLR,1
f9,9-12,12,medium,25,0.14977859524221931,/*9*/UDRFBLR,1
f9,9-12,12,medium,26,0.06988847064435125,/*9*/UDRFRBLR,1
f9,9-12,12,medium,27,0.28399391587628064,/*9*/UDRFRULR,1
